business_id,name,address,city,state,postal_code,latitude,longitude,phone_number,,,Report ID,Result,Last Inspection Date,Inspection Type,Coordinates,Data Last Updated
FA0003808,SCHWEITZER ALBERT ELEMENTARY SCHOOL,4350 GLENRIDGE DR,CARMICHAEL,CA,95608,38.64472811,-121.2996648,(916) 966-8434,,,{3950666E-B880-4783-8665-5EBC7A5BBDE2},GN,10/15/2015 0:00,ROUTINE INSPECTION,"  38.6447281147, -121.2996647933",02/11/2016  4:00PM
FA0003818,SOL AUREUS COLLEGE PREP,6620 GLORIA DR ,SACRAMENTO,CA,95831,38.5076023,-121.5271148,(916) 421-0600,,,{01403D96-CFB0-4212-B523-B89434FAD29B},GN,10/14/2015 0:00,ROUTINE INSPECTION,"  38.5076023000, -121.5271148000",02/11/2016  4:00PM
FA0003820,JOHN F KENNEDY HIGH SCHOOL,6715 GLORIA DR,SACRAMENTO,CA,95831,38.50529671,-121.5254398,(916) 433-5200,,,{A0A98B33-1625-4A63-9E7D-EE858DAB08F0},GN,9/25/2015 0:00,ROUTINE INSPECTION,"  38.5052967070, -121.5254398276",02/11/2016  4:00PM
FA0003824,JAMES MARSHALL SCHOOL,9525 GOETHE RD,SACRAMENTO,CA,95827,38.55566523,-121.3428561,(916) 228-5860,,,{792775DF-E2A7-4AC2-9196-7AF8DCD3CF40},GN,10/6/2015 0:00,ROUTINE INSPECTION,"  38.5556652349, -121.3428561300",02/11/2016  4:00PM
FA0004038,CAROLINE WENZEL SCHOOL,6870 GREENHAVEN DR ,SACRAMENTO,CA,95831,38.5029075,-121.5235652,(916) 433-5432,,,{E406F6C2-9CD1-47B2-84E6-7798D283E01D},GN,10/15/2015 0:00,ROUTINE INSPECTION,"  38.5029075025, -121.5235651982",02/11/2016  4:00PM
FA0004054,WALNUT GROVE SCHOOL,14181 GROVE ST ,WALNUT GROVE,CA,95690,38.240826,-121.513445,(916) 776-1844,,,{9D601EA4-B034-49C3-8C9D-3D8424077C9D},GN,12/1/2015 0:00,ROUTINE INSPECTION,"  38.2408260000, -121.5134450000",02/11/2016  4:00PM
FA0004055,HILLSDALE SCHOOL,6469 GUTHRIE WAY,NORTH HIGHLANDS,CA,95660,38.6849588,-121.3576941,(916) 566-1786,,,{AD4B60AA-FE5E-458C-AE7F-0C778D614A87},GN,9/14/2015 0:00,ROUTINE INSPECTION,"  38.6849588000, -121.3576941000",02/11/2016  4:00PM
FA0004079,CAMERON RANCH ELEMENTARY SCHOOL,4333 HACKBERRY LN,CARMICHAEL,CA,95608,38.64351254,-121.3332776,(916) 575-2302,,,{353B7EFF-9AD1-488A-981A-7C9DC9AB5B95},GN,1/15/2016 0:00,ROUTINE INSPECTION,"  38.6435125408, -121.3332776342",02/11/2016  4:00PM
FA0004088,GENEVIEVE DIDION SCHOOL,6490 HARMON DR ,SACRAMENTO,CA,95831,38.50849123,-121.5497711,,,,{E8EFA6B1-C422-4F4F-98A0-A1BFA61A383E},GN,11/30/2015 0:00,ROUTINE INSPECTION,"  38.5084912345, -121.5497710874",02/11/2016  4:00PM
FA0004091,MADISON SCHOOL,5241 HARRISON ST,NORTH HIGHLANDS,CA,95660,38.66214021,-121.3702126,(916) 566-1786,,,{C45306D6-DACE-4ED6-90E0-28631ECB3E5B},GN,9/21/2015 0:00,ROUTINE INSPECTION,"  38.6621402130, -121.3702125734",02/11/2016  4:00PM
FA0004091,MADISON SCHOOL,5241 HARRISON ST,NORTH HIGHLANDS,CA,95660,38.66238021,-121.3700126,(916) 566-1786,,,{1B8D716D-CA0B-41D7-88BD-E1899969C4DB},GN,9/21/2015 0:00,ROUTINE INSPECTION,"  38.6623802130, -121.3700125734",02/11/2016  4:00PM
FA0004093,HOLLYWOOD PARK SCHOOL,4915 HARTE WAY ,SACRAMENTO,CA,95822,38.53071408,-121.4893046,(916) 277-6611,,,{C4D8735A-3165-4B10-829C-F1B3BFD0D891},GN,1/13/2016 0:00,ROUTINE INSPECTION,"  38.5307140818, -121.4893045791",02/11/2016  4:00PM
FA0004127,LA ENTRADA HIGH SCHOOL,5320 HEMLOCK ST ,SACRAMENTO,CA,95841,38.6647843,-121.3412702,(916) 971-7060,,,{130F1103-2ACA-46EA-B3BC-A35DABCFA6B8},GN,9/22/2015 0:00,ROUTINE INSPECTION,"  38.6647843000, -121.3412702000",02/11/2016  4:00PM
FA0004245,HOWE AVE ELEMENTARY SCHOOL,2404 HOWE AVE ,SACRAMENTO,CA,95825,38.60816603,-121.4140666,(916) 929-0716,,,{DDB3CB05-C9FC-44E3-BB78-2B13BD13A37F},GN,10/30/2015 0:00,ROUTINE INSPECTION,"  38.6081660324, -121.4140665856",02/11/2016  4:00PM
FA0004258,GREER ELEMENTARY SCHOOL,2301 HURLEY WAY ,SACRAMENTO,CA,95825,38.5897788,-121.4094994,(916) 929-1682,,,{5E2AF0E3-241D-4CC2-A1D9-7D122D6AD276},GN,10/13/2015 0:00,ROUTINE INSPECTION,"  38.5897788034, -121.4094994408",02/11/2016  4:00PM
FA0004264,THOMAS A EDISON SCHOOL,2950 HURLEY WAY ,SACRAMENTO,CA,95864,38.58727671,-121.3939793,(916) 482-5593,,,{8A80591B-E036-406D-8822-513ED97F36B3},GN,2/5/2016 0:00,ROUTINE INSPECTION,"  38.5872767091, -121.3939793294",02/11/2016  4:00PM
FA0004279,SUTTER JUNIOR HIGH SCHOOL,3150 I ST,SACRAMENTO,CA,95816,38.573053,-121.463874,,,,{3A78337E-7B17-4B58-9550-3AFBDFC3DB64},GN,10/6/2015 0:00,ROUTINE INSPECTION,"  38.5730530000, -121.4638740000",02/11/2016  4:00PM
FA0004283,ORANGEVALE OPEN K-8 SCHOOL,5630 ILLINOIS AVE,FAIR OAKS,CA,95628,38.66851274,-121.2335416,(916) 971-5618,,,{AE7AE023-0EED-4EF5-8D87-CD6B6B431F99},GN,8/19/2015 0:00,ROUTINE INSPECTION,"  38.6685127361, -121.2335416129",02/11/2016  4:00PM
FA0004284,ANDREW CARNEGIE MIDDLE SCHOOL,5820 ILLINOIS AVE ,ORANGEVALE,CA,95662,38.67357705,-121.2335364,(916) 966-8050,,,{B08EA08F-9AD0-4FDD-B3D3-9B8719B4219D},GN,8/19/2015 0:00,ROUTINE INSPECTION,"  38.6735770484, -121.2335363871",02/11/2016  4:00PM
FA0004291,CARL H SUNDAHL ELEMENTARY SCH #239,9932 INWOOD RD,FOLSOM,CA,95630,38.70015483,-121.1749162,(916) 989-9182,,,{27181EBC-0F4B-4E1E-9E99-8DB8F138516D},GN,9/28/2015 0:00,ROUTINE INSPECTION,"  38.7001548312, -121.1749162457",02/11/2016  4:00PM
FA0004301,SAINT ROBERT SCHOOL,2251 IRVIN WAY,SACRAMENTO,CA,95822,38.5305137,-121.4872318,(916) 452-2111,,,{DA26B67A-590A-4858-B416-7177897D0158},GN,1/13/2016 0:00,ROUTINE INSPECTION,"  38.5305137032, -121.4872317563",02/11/2016  4:00PM
FA0004305,ARCOHE ELEM SCHOOL - MAIN CAMPUS,11755 IVIE RD ,HERALD,CA,95638,38.29543764,-121.241578,(209) 748-2313,,,{6C3FE9B5-C7CB-4C36-9170-6402A3EDFB27},GN,11/10/2015 0:00,ROUTINE INSPECTION,"  38.2954376421, -121.2415779532",02/11/2016  4:00PM
FA0004305,ARCOHE ELEM SCHOOL - MAIN CAMPUS [JR HIGH GRADES],11755 IVIE RD ,HERALD,CA,95638,38.29567764,-121.241378,(209) 748-2313,,,{7C968C67-06DC-493A-ADE7-2E97F51C3A52},GN,11/10/2015 0:00,ROUTINE INSPECTION,"  38.2956776421, -121.2413779532",02/11/2016  4:00PM
FA0004403,A WARREN MCCLASKEY ADULT,5241 J ST,SACRAMENTO,CA,95819,38.56646683,-121.4391565,(916) 227-6245,,,{943637E0-0EC6-4F32-BD2E-663F062B4CE9},GN,10/2/2015 0:00,ROUTINE INSPECTION,"  38.5664668265, -121.4391564698",02/11/2016  4:00PM
FA0004407,CALIF STATE UNIVERSITY SACRAMENTO [TOGO'S- RIVER FRONT CENTER],6000 J ST ,SACRAMENTO,CA,95819,38.55577319,-121.4196648,(916) 278-6971,,,{027FEA5A-C8F6-478D-B013-9200680F4CD8},GN,11/2/2015 0:00,ROUTINE INSPECTION,"  38.5557731947, -121.4196648358",02/11/2016  4:00PM
FA0004407,CALIF STATE UNIVERSITY SACRAMENTO [DINING COMMONS],6000 J ST ,SACRAMENTO,CA,95819,38.55589319,-121.4229648,(916) 278-6971,,,{750FE89D-9824-4CB1-A4B2-F4326138F952},GN,11/5/2015 0:00,ROUTINE INSPECTION,"  38.5558931947, -121.4229648358",02/11/2016  4:00PM
FA0004407,CALIF STATE UNIVERSITY SACRAMENTO [U U KITCHEN/ EPICURE],6000 J ST ,SACRAMENTO,CA,95819,38.55601319,-121.4194648,(916) 278-6971,,,{1F300F61-A1C7-4741-B9A4-BD7B270A07BB},GN,11/5/2015 0:00,ROUTINE INSPECTION,"  38.5560131947, -121.4194648358",02/11/2016  4:00PM
FA0004407,CALIF STATE UNIVERSITY SACRAMENTO [University Union (GOOD EATS!)],6000 J ST ,SACRAMENTO,CA,95819,38.55613319,-121.4231648,(916) 278-6971,,,{7B38F2DE-284B-439C-A1CA-8484053BDD4F},GN,11/5/2015 0:00,ROUTINE INSPECTION,"  38.5561331947, -121.4231648358",02/11/2016  4:00PM
FA0004407,CALIF STATE UNIVERSITY SACRAMENTO [RF GREENS (RIVER FRONT)],6000 J ST ,SACRAMENTO,CA,95819,38.55625319,-121.4192648,(916) 278-6971,,,{FBEA711B-D21D-4B96-8062-B892A2E45D01},GN,11/2/2015 0:00,ROUTINE INSPECTION,"  38.5562531947, -121.4192648358",02/11/2016  4:00PM
FA0004407,CALIF STATE UNIVERSITY SACRAMENTO [BAJA FRESH],6000 J ST ,SACRAMENTO,CA,95819,38.55637319,-121.4233648,(916) 278-6971,,,{36400ADC-5696-4DFE-908A-94BFA46AEEB6},GN,2/10/2016 0:00,ROUTINE INSPECTION,"  38.5563731947, -121.4233648358",02/11/2016  4:00PM
FA0004429,EPICUREAN AT JESUIT HIGH SCHOOL,1200 JACOB LN,CARMICHAEL,CA,95608,38.58607744,-121.3521127,(916) 418-2626,,,{66B9B15E-D323-456A-8C58-1436F41983F4},GN,11/12/2015 0:00,ROUTINE INSPECTION,"  38.5860774435, -121.3521126710",02/11/2016  4:00PM
FA0004434,GLENWOOD ELEMENTARY SCHOOL,201 JESSIE AVE,SACRAMENTO,CA,95838,38.64505656,-121.4626289,(916) 922-2767,,,{4BC8914E-7E11-4D34-9866-FDDC15DB05A6},GN,8/28/2015 0:00,ROUTINE INSPECTION,"  38.6450565628, -121.4626289107",02/11/2016  4:00PM
FA0004446,LEONARDO DA VINCI,4701 JOAQUIN WAY ,SACRAMENTO,CA,95822,38.53162036,-121.490943,(916) 277-6774,,,{53B8AAED-BF69-4127-8718-7FFA1141F0EB},GN,1/13/2016 0:00,ROUTINE INSPECTION,"  38.5316203636, -121.4909430155",02/11/2016  4:00PM
FA0004448,JOHN STILL SCHOOL,2250 JOHN STILL DR ,SACRAMENTO,CA,95832,38.47565369,-121.4866355,(916) 433-5375,,,{3DA12204-B645-408F-8D0F-EAC43AA2B46B},GN,10/30/2015 0:00,ROUTINE INSPECTION,"  38.4756536888, -121.4866355427",02/11/2016  4:00PM
FA0004503,ST FRANCIS ELEMENTARY SCHOOL,2500 K ST,SACRAMENTO,CA,95816,38.5736437,-121.4735188,(916) 442-5494,,,{85D8DF02-CF7F-4396-AC9D-2984F9BEEFB1},GN,10/6/2015 0:00,ROUTINE INSPECTION,"  38.5736437000, -121.4735188000",02/11/2016  4:00PM
FA0004516,EARL LE GETTE ELEMENTARY SCHOOL,4623 KENNETH AVE ,FAIR OAKS,CA,95628,38.65038406,-121.2454758,(916) 966-8933,,,{4351D888-7A07-4BA2-A912-C24104607348},GN,9/2/2015 0:00,ROUTINE INSPECTION,"  38.6503840592, -121.2454757606",02/11/2016  4:00PM
FA0004518,MARSHALL EARLY CHILDHOOD ED,5309 KENNETH AVE,CARMICHAEL,CA,95608,38.61455193,-121.3404923,(916) 971-7380,,,{78F28B8A-4985-4AE8-A7F1-071CAE2E43D9},GN,9/21/2015 0:00,ROUTINE INSPECTION,"  38.6145519260, -121.3404922907",02/11/2016  4:00PM
FA0004523,SAMUEL JACKMAN MIDDLE SCHOOL,7925 KENTWALL DR,SACRAMENTO,CA,95823,38.46824138,-121.4404769,(916) 393-2352,,,{3771E589-D9B1-426B-9094-BD85EDE61430},GN,12/1/2015 0:00,ROUTINE INSPECTION,"  38.4682413811, -121.4404769315",02/11/2016  4:00PM
FA0004526,CA MONTESSORI PROJECT/ LITTLEJOHN LEIGHTON ELEMENTARY SCH,6838 KERMIT LN,FAIR OAKS,CA,95628,38.66887334,-121.3029997,(916) 867-2006,,,{402F3730-CE39-49E6-82F9-4FBA9B1740C6},GN,10/23/2015 0:00,ROUTINE INSPECTION,"  38.6688733392, -121.3029997460",02/11/2016  4:00PM
FA0004557,KINNEY HIGH SCHOOL,2710 KILGORE RD,RANCHO CORDOVA,CA,95670,38.60156484,-121.2757618,(916) 635-1292,,,{F14295EF-9158-416A-BE6D-F9310144005A},GN,11/17/2015 0:00,ROUTINE INSPECTION,"  38.6015648406, -121.2757617717",02/11/2016  4:00PM
FA0004613,CORDOVA MEADOWS SCHOOL,2550 LA LOMA DR,RANCHO CORDOVA,CA,95670,38.58995768,-121.3175709,,,,{33D3B8BE-F55E-4B16-BED3-4E4DCCA7FADC},GN,11/10/2015 0:00,ROUTINE INSPECTION,"  38.5899576815, -121.3175709371",02/11/2016  4:00PM
FA0004678,FOOTHILL OAKS ELEMENTARY SCHOOL,5520 LANCELOT DR ,SACRAMENTO,CA,95842,38.69120182,-121.3353481,(916) 339-2020,,,{D48D522C-1117-4A96-9192-67BE24C2CDD0},GN,10/9/2015 0:00,ROUTINE INSPECTION,"  38.6912018166, -121.3353480548",02/11/2016  4:00PM
FA0004704,YAV PEM SUAB ACADEMY,7555 S LAND PARK DR,SACRAMENTO,CA,95831,38.48818582,-121.5255874,(916) 606-0760,,,{857B03B7-2425-4CD9-A499-CD991942F4DC},GN,9/28/2015 0:00,ROUTINE INSPECTION,"  38.4881858207, -121.5255874396",02/11/2016  4:00PM
FA0004709,VILLAGE SCHOOL,6845 LARCHMONT DR,NORTH HIGHLANDS,CA,95660,38.69264217,-121.3719495,,,,{965C33E5-1BAB-4CDC-9EFE-DF16FD7CD260},GN,12/8/2015 0:00,REINSPECTION,"  38.6926421710, -121.3719495301",02/11/2016  4:00PM
FA0004710,GARDEN VALLEY ELEMENTARY SCHOOL,3601 LARCHWOOD DR,SACRAMENTO,CA,95834,38.63311074,-121.4780537,(916) 641-5333,,,{CCF867CE-5E5D-4514-84F6-865DD616F2C9},GN,10/28/2015 0:00,ROUTINE INSPECTION,"  38.6331107449, -121.4780537297",02/11/2016  4:00PM
FA0004710,GARDEN VALLEY ELEMENTARY SCHOOL,3601 LARCHWOOD DR,SACRAMENTO,CA,95834,38.63335074,-121.4778537,(916) 641-5333,,,{934DFFC2-0B47-4345-8EDB-17E3E079451C},GN,10/28/2015 0:00,ROUTINE INSPECTION,"  38.6333507449, -121.4778537297",02/11/2016  4:00PM
FA0004715,NORALTO SCHOOL,477 LAS PALMAS AVE,SACRAMENTO,CA,95815,38.6198324,-121.4556909,(916) 925-7297,,,{961A754F-38A7-4F89-B315-5FC359F921FF},GN,10/15/2015 0:00,ROUTINE INSPECTION,"  38.6198324037, -121.4556909457",02/11/2016  4:00PM
FA0004718,MESA VERDE HIGH SCHOOL [BORDER CAFE],7600 LAUPPE LN,CITRUS HEIGHTS,CA,95621,38.7074418,-121.2963385,(916) 971-5251,,,{F7229450-9D11-474C-B710-3E8652E4183B},GN,10/26/2015 0:00,ROUTINE INSPECTION,"  38.7074418000, -121.2963385000",02/11/2016  4:00PM
FA0004723,ETHEL I BAKER SCHOOL,5717 LAURINE WAY ,SACRAMENTO,CA,95824,38.5211433,-121.4520116,(916) 433-5446,,,{F20EF8DE-44D1-470C-8BAE-52989ECFEF50},GN,1/12/2016 0:00,ROUTINE INSPECTION,"  38.5211433043, -121.4520115554",02/11/2016  4:00PM
FA0004730,WILL C WOOD JR HIGH SCHOOL,6201 LEMON HILL AVE,SACRAMENTO,CA,95824,38.51690909,-121.4316463,(916) 382-5900,,,{5B78E2E9-955B-418F-A232-BB138A276D1B},GN,1/7/2016 0:00,ROUTINE INSPECTION,"  38.5169090911, -121.4316462681",02/11/2016  4:00PM
FA0004731,ELDER CREEK SCHOOL,7934 LEMON HILL AVE,SACRAMENTO,CA,95824,38.51543009,-121.4100497,(916) 382-5974,,,{FB048E20-DB15-4D09-9AE5-0B917A391596},GN,12/1/2015 0:00,ROUTINE INSPECTION,"  38.5154300938, -121.4100497270",02/11/2016  4:00PM
FA0004746,LICHEN ELEMENTARY SCHOOL,8319 LICHEN DR ,CITRUS HEIGHTS,CA,95621,38.7168465,-121.3056547,(916) 971-5237,,,{703B525E-29F7-46A7-89D7-0D9F6810CABB},GN,9/28/2015 0:00,ROUTINE INSPECTION,"  38.7168465000, -121.3056547000",02/11/2016  4:00PM
FA0004752,GALT HIGH SCHOOL,145 N LINCOLN WAY ,GALT,CA,95632,38.2558485,-121.3000531,(209) 745-9532,,,{38062BBD-DB08-482C-8FCA-6E9CDAA50FB9},GN,10/26/2015 0:00,ROUTINE INSPECTION,"  38.2558485000, -121.3000531000",02/11/2016  4:00PM
FA0004776,MARTIN L KING ELEM SCHOOL,480 LITTLE RIVER WAY,SACRAMENTO,CA,95831,38.48941434,-121.5428227,(916) 433-5062,,,{AD106EC7-7DE8-4C90-9E89-7D3CD3EC2FCB},GN,11/9/2015 0:00,ROUTINE INSPECTION,"  38.4894143435, -121.5428226617",02/11/2016  4:00PM
FA0004778,NORTH COUNTRY SCHOOL,3901 LITTLE ROCK DR ,ANTELOPE,CA,95843,38.70610957,-121.3739884,(916) 338-6480,,,{8288B5FF-AEA5-44CF-9AD7-9285281A175F},GN,11/16/2015 0:00,ROUTINE INSPECTION,"  38.7061095683, -121.3739884312",02/11/2016  4:00PM
FA0004783,ST. JOHN'S EVANGELIST CHURCH,5701 LOCUST AVE,CARMICHAEL,CA,95608,38.64347326,-121.3308935,(916) 481-8845,,,{FDD80E3F-F05B-48F1-852A-1FD545E91E95},GN,9/29/2015 0:00,ROUTINE INSPECTION,"  38.6434732621, -121.3308934852",02/11/2016  4:00PM
FA0004789,EARL WARREN SCHOOL,5420 LOWELL ST,SACRAMENTO,CA,95820,38.52608869,-121.418039,(916) 382-5932,,,{A9B15FB2-E5F6-49ED-9486-2F2C0EA60B56},GN,11/5/2015 0:00,ROUTINE INSPECTION,"  38.5260886930, -121.4180389695",02/11/2016  4:00PM
FA0004801,DAVID LUBIN SCHOOL,3535 M ST,SACRAMENTO,CA,95816,38.56920891,-121.4595925,,,,{471B2357-E7DC-4006-9243-F10A2F61E344},GN,10/16/2015 0:00,ROUTINE INSPECTION,"  38.5692089093, -121.4595924659",02/11/2016  4:00PM
FA0004802,SAINT FRANCIS HIGH SCHOOL,5900 ELVAS AVE ,SACRAMENTO,CA,95819,38.55985881,-121.4310452,(916) 452-3461,,,{B9504290-25D7-4C50-8002-8C978847071A},GN,9/22/2015 0:00,ROUTINE INSPECTION,"  38.5598588088, -121.4310451726",02/11/2016  4:00PM
FA0004935,BELLA VISTA HIGH SCHOOL,8301 MADISON AVE ,FAIR OAKS,CA,95628,38.66606173,-121.2506221,(916) 971-5044,,,{5D0A8E8B-929F-4A5D-A4C5-F08AE330B537},GN,9/2/2015 0:00,ROUTINE INSPECTION,"  38.6660617278, -121.2506221151",02/11/2016  4:00PM
FA0004969,TWIN LAKES ELEMENTARY SCHOOL,5515 MAIN AVE ,ORANGEVALE,CA,95662,38.66676521,-121.2035872,(916) 971-5404,,,{C8386CB2-6C3F-4AD4-8826-2FF8BA215BCB},GN,9/8/2015 0:00,ROUTINE INSPECTION,"  38.6667652083, -121.2035872116",02/11/2016  4:00PM
FA0004983,FOLSOM HILLS ELEMENTARY SCHOOL,106 MANSEAU DR,FOLSOM,CA,95630,38.68631817,-121.1295405,(916) 985-0771,,,{C8692970-0341-4224-AB5B-4066877F79D5},GN,9/16/2015 0:00,ROUTINE INSPECTION,"  38.6863181674, -121.1295404725",02/11/2016  4:00PM
FA0005060,TOWN & COUNTRY LUTHERAN CHURCH,4049 MARCONI AVE,SACRAMENTO,CA,95821,38.6185842,-121.3700932,(916) 481-2542,,,{2CF79849-A297-43B9-8901-EECF58BB4F5E},GN,10/20/2015 0:00,ROUTINE INSPECTION,"  38.6185842005, -121.3700931990",02/11/2016  4:00PM
FA0005112,NEW JOSEPH BONNHEIM,7300 MARIN AVE,SACRAMENTO,CA,95820,38.53314735,-121.4179247,(916) 277-6297,,,{AD182DB3-FC86-4103-8AF3-E8B14A16AA3F},GN,11/5/2015 0:00,ROUTINE INSPECTION,"  38.5331473539, -121.4179247258",02/11/2016  4:00PM
FA0005116,SKYCREST ELEMENTARY SCHOOL,5641 MARIPOSA AVE ,CITRUS HEIGHTS,CA,95610,38.6688542,-121.2846455,(916) 966-9707,,,{90AEF95F-5673-4283-8F09-DC7400CC70D5},GN,10/5/2015 0:00,ROUTINE INSPECTION,"  38.6688542000, -121.2846455000",02/11/2016  4:00PM
FA0005120,MARIPOSA AVENUE ELEMENTARY SCHOOL,7940 MARIPOSA AVE ,CITRUS HEIGHTS,CA,95610,38.7098655,-121.2811806,(916) 971-5212,,,{6F4E954E-F37A-41E4-BD6E-E34DCC30CFDA},GN,10/30/2015 0:00,ROUTINE INSPECTION,"  38.7098655000, -121.2811806000",02/11/2016  4:00PM
FA0005141,FATHER KEITH B KENNY,3525 MARTIN LUTHER KING BLVD ,SACRAMENTO,CA,95817,38.542748,-121.462693,(916) 277-6500,,,{DAE0A721-93E0-455A-9A58-6E8494E3E3B2},GN,9/25/2015 0:00,ROUTINE INSPECTION,"  38.5427480000, -121.4626930000",02/11/2016  4:00PM
FA0005143,CHRISTIAN BROTHERS HIGH SCHOOL,4315 MARTIN LUTHER KING BLVD,SACRAMENTO,CA,95820,38.53436,-121.460651,(916) 733-3681,,,{6E156EB0-14EC-4F39-9D22-586D61D0506F},GN,9/24/2015 0:00,ROUTINE INSPECTION,"  38.5343600000, -121.4606510000",02/11/2016  4:00PM
FA0005144,OAK RIDGE SCHOOL,4501 MARTIN LUTHER KING BLVD,SACRAMENTO,CA,95820,38.534007,-121.462753,(916) 277-6682,,,{04CDCB52-6473-497E-AC68-20035AB4AEB6},GN,9/24/2015 0:00,ROUTINE INSPECTION,"  38.5340070000, -121.4627530000",02/11/2016  4:00PM
FA0005160,DEL PASO MANOR ELEMENTARY SCHOOL,2700 MARYAL DR ,SACRAMENTO,CA,95821,38.6136648,-121.3687943,(916) 482-5686,,,{2E7CE980-B7C0-45DA-96A0-73D61777368A},GN,11/9/2015 0:00,ROUTINE INSPECTION,"  38.6136648028, -121.3687942716",02/11/2016  4:00PM
FA0005209,DEL DAYO ELEMENTARY SCHOOL,1301 MCCLAREN DR ,CARMICHAEL,CA,95608,38.58916431,-121.3385221,(916) 575-2323,,,{593862F0-DDFD-417C-8077-C61E9AD58CAF},GN,10/1/2015 0:00,ROUTINE INSPECTION,"  38.5891643143, -121.3385220981",02/11/2016  4:00PM
FA0005211,LEATAATA FLOYD ELEMENTARY SCHOOL,401 MCCLATCHY WAY,SACRAMENTO,CA,95818,38.56268954,-121.5129515,(916) 264-4175,,,{67D0C79A-58BE-419D-A878-67160D34C1D1},GN,10/19/2015 0:00,ROUTINE INSPECTION,"  38.5626895365, -121.5129515099",02/11/2016  4:00PM
FA0005214,FOOTHILL HIGH SCHOOL,5000 MCCLOUD DR ,SACRAMENTO,CA,95842,38.67767858,-121.3485956,(916) 566-3445,,,{B45E99EC-66D7-4FC5-91E6-635524C72F19},GN,12/2/2015 0:00,ROUTINE INSPECTION,"  38.6776785791, -121.3485955556",02/11/2016  4:00PM
FA0005220,THEODORE JUDAH SCHOOL,3919 MCKINLEY BLVD ,SACRAMENTO,CA,95819,38.5776387,-121.4515204,,,,{9BB9C47F-A819-4439-BD73-70C1B2661076},GN,10/15/2015 0:00,ROUTINE INSPECTION,"  38.5776387020, -121.4515204481",02/11/2016  4:00PM
FA0005229,PACIFIC HIGH SCHOOL,6560 MELROSE DR,NORTH HIGHLANDS,CA,95660,38.68392727,-121.3720903,(916) 566-1786,,,{BFDC499B-F7E1-4D68-8306-79A2AB73DC86},GN,12/10/2015 0:00,ROUTINE INSPECTION,"  38.6839272714, -121.3720903385",02/11/2016  4:00PM
FA0005235,CAPITAL CHRISTIAN CTR SCHOOL [CHURCH KITCHEN],9470 MICRON AVE ,SACRAMENTO,CA,95827,38.55889264,-121.345356,(916) 856-5683,,,{0559EAEC-3E25-4339-8D0D-FB2FE7EA75EC},GN,5/5/2015 0:00,ROUTINE INSPECTION,"  38.5588926360, -121.3453560334",02/11/2016  4:00PM
FA0005235,CAPITAL CHRISTIAN CTR SCHOOL [HIGH SCHOOL],9470 MICRON AVE ,SACRAMENTO,CA,95827,38.55913264,-121.345156,(916) 856-5683,,,{76BE1064-6C14-4E3E-860B-690E7572AEAB},GN,10/9/2015 0:00,ROUTINE INSPECTION,"  38.5591326360, -121.3451560334",02/11/2016  4:00PM
FA0005235,CAPITAL CHRISTIAN CTR SCHOOL [FOOTBALL FIELD SEPT-DEC],9470 MICRON AVE ,SACRAMENTO,CA,95827,38.55925264,-121.345656,(916) 856-5683,,,{05F9B191-1E4C-438C-A219-8665A017A11A},GN,11/18/2014 0:00,ROUTINE INSPECTION,"  38.5592526360, -121.3456560334",02/11/2016  4:00PM
FA0005235,CAPITAL CHRISTIAN CTR SCHOOL [SOFTBALL FIELD],9470 MICRON AVE ,SACRAMENTO,CA,95827,38.55937264,-121.344956,(916) 856-5683,,,{F99475CD-B42E-4DD8-9F5D-F606BECB535F},GN,5/5/2015 0:00,ROUTINE INSPECTION,"  38.5593726360, -121.3449560334",02/11/2016  4:00PM
FA0005235,"CAPITAL CHRISTIAN CTR SCHOOL [GYM, JAN-MARCH]",9470 MICRON AVE ,SACRAMENTO,CA,95827,38.55949264,-121.345856,(916) 856-5683,,,{EE756690-E48B-4315-92DC-99A12827F49A},GN,11/18/2014 0:00,ROUTINE INSPECTION,"  38.5594926360, -121.3458560334",02/11/2016  4:00PM
FA0005245,BANNON CREEK SCHOOL,2775 MILLCREEK DR ,SACRAMENTO,CA,95833,38.61512883,-121.5031719,(916) 641-3310,,,{ECED33ED-B97F-4B83-9A87-0E230B794F4D},GN,10/27/2015 0:00,ROUTINE INSPECTION,"  38.6151288267, -121.5031718674",02/11/2016  4:00PM
FA0005246,SIERRA OAKS ELEMENTARY SCHOOL,171 MILLS RD ,SACRAMENTO,CA,95864,38.56969038,-121.3951922,(916) 575-2390,,,{C20C1FFF-7768-446F-82B3-E1BDF1D45C02},GN,1/15/2016 0:00,ROUTINE INSPECTION,"  38.5696903750, -121.3951922004",02/11/2016  4:00PM
FA0005259,ALBERT EINSTEIN JR HIGH SCHOOL,9325 MIRANDY DR ,SACRAMENTO,CA,95826,38.54925,-121.35122,(916) 228-5800,,,{CE1B9521-A45A-4124-99BA-C5A864457BB3},GN,10/26/2015 0:00,ROUTINE INSPECTION,"  38.5492500000, -121.3512200000",02/11/2016  4:00PM
FA0005266,MISSION AVENUE ELEMENTARY SCHOOL,2925 MISSION AVE ,CARMICHAEL,CA,95608,38.61874784,-121.3564665,(916) 482-5546,,,{766100CF-BA39-41B8-8B4B-BC14FE9BFFD2},GN,1/20/2016 0:00,ROUTINE INSPECTION,"  38.6187478447, -121.3564664509",02/11/2016  4:00PM
