business_id,date,description,code
FA0004350,20151209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004353,20151120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004354,20151120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004355,20151209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004356,20160229,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004358,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004361,20151029,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004362,20160208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004367,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004367,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004368,20160211,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004369,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004370,20160114,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004371,20160302,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004372,20160122,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004396,20150814,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004399,20160105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004401,20151202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004407,20151105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004421,20160209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004425,20151221,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004429,20151112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004454,20160211,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004475,20160119,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004477,20151204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004479,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004480,20150915,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004486,20160209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004487,20151208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004492,20160211,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004495,20160302,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004496,20150910,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004502,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004504,20160223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004510,20151223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004511,20151116,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004518,20150921,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004523,20151201,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004536,20160114,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004537,20151204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004539,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004540,20151204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004542,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004551,20151222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004563,20151230,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004568,20160113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004594,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004596,20151113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004597,20151013,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004604,20160107,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004618,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004618,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004619,20160113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004624,20160106,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004647,20151230,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004655,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004656,20160212,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004666,20160222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004680,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004688,20151228,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004690,20160128,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004697,20150825,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004709,20151208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004727,20160217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004741,20151016,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004742,20160104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004762,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004785,20160126,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004798,20160204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004805,20160112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004806,20160218,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004806,20150817,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004808,20151214,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004809,20160107,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004815,20160119,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004823,20150727,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004828,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004828,20151028,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004828,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004831,20160106,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004840,20160222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004841,20151214,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004857,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004859,20160120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004868,20151109,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004870,20151221,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004875,20160122,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004877,20150922,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004883,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004895,20151027,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004899,20160126,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004903,20151104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004920,20160104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004934,20160205,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004936,20160105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004941,20160112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004946,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004958,20160112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004965,20151030,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004969,20150908,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004974,20151104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004979,20151026,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004986,20151106,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004986,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004987,20160209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004989,20160111,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004990,20160120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0004993,20160216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005002,20151222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005005,20151209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005025,20160127,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005034,20160126,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005035,20160223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005036,20160223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005039,20160112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005043,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005043,20150910,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005044,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005045,20151228,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005052,20160209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005062,20160115,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005093,20160216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005109,20160201,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005118,20160216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005119,20151030,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005120,20151030,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005122,20151211,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005147,20151105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005159,20160225,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005162,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005174,20151019,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005175,20151102,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005177,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005235,20150505,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005242,20160105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005260,20160113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005260,20160115,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005264,20151210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005292,20151117,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005295,20151019,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005305,20160126,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005306,20160128,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005320,20151202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005323,20150929,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005333,20151204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005343,20160204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005344,20160204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005365,20151020,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005365,20160119,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005376,20151007,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005382,20160120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005395,20151208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005396,20151208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005400,20151027,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005404,20160104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005434,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005437,20160302,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005438,20151130,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005439,20160104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005444,20160201,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005446,20151221,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005448,20151203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005454,20160111,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005490,20160112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005541,20151009,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005543,20151009,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005545,20151110,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005571,20160226,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005582,20151229,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005591,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005598,20151104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005626,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005629,20160225,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005640,20160120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005640,20160120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005644,20160225,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005645,20160225,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005651,20151130,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005669,20160223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005687,20151103,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005706,20151113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005714,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005719,20160125,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005725,20160216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005728,20151208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005742,20151230,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005746,20160125,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005751,20151202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005767,20151112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005771,20151124,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005779,20160122,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005787,20151112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005813,20151217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005817,20160216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005914,20160121,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005920,20150807,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0005932,20160218,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006045,20160108,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006048,20151217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006051,20160217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006058,20151216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006062,20160105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006067,20151222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006067,20151104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006068,20151214,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006069,20151204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006070,20151204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006076,20160223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006078,20151216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006080,20160226,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006081,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006089,20160302,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006096,20160224,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006100,20160107,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006102,20160225,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006109,20151124,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006110,20150818,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006119,20151123,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006132,20151228,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006134,20160217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006135,20160217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006139,20160217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006148,20151130,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006159,20160105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006160,20151230,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006163,20160125,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006164,20160128,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006168,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006169,20160302,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006172,20160302,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006173,20160218,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006178,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006182,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006199,20160225,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006222,20151204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006225,20160120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006229,20151218,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006237,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006252,20151216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006305,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006318,20150825,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006321,20151216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006330,20151027,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006335,20151124,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006372,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006398,20160106,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006411,20160120,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006427,20160113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006437,20151008,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006442,20151006,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006450,20160114,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006474,20160104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006486,20160216,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006486,20151028,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006487,20160105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006488,20151117,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006489,20151218,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006490,20151026,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006502,20160121,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006506,20160119,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006536,20151202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006540,20151102,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006541,20151223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006544,20151229,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006588,20160201,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006589,20160223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006602,20151228,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006611,20151110,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006619,20151103,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006631,20160126,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006632,20160104,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006642,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006645,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006646,20160119,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006647,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006656,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006663,20151106,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006685,20160204,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006688,20160217,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006689,20160112,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006694,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006696,20160302,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006698,20160107,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006700,20151202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006702,20160208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006704,20160107,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006726,20160111,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006730,20160301,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006743,20151105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006746,20151015,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006753,20151030,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006754,20151030,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006759,20160209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006760,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006761,20151123,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006764,20160209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006786,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006852,20160206,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006910,20151210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006930,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006933,20151228,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006935,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006936,20160222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006942,20151211,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0006955,20151116,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007046,20160107,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007071,20160119,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007076,20151229,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007083,20160218,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007094,20160111,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007095,20160107,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007097,20160202,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007702,20151016,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007718,20160113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007719,20160225,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007736,20151118,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007738,20151117,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007744,20160203,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007757,20151009,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007760,20151023,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007773,20151118,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007775,20151228,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007787,20151208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007792,20151201,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007810,20160219,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007811,20151116,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007822,20160222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007826,20160129,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007831,20150930,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007837,20151113,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007875,20151221,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007930,20160122,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007937,20151215,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007962,20160108,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007968,20160226,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0007972,20160105,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0008013,20160212,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0008039,20151123,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0008058,20160115,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0008058,20160115,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0008670,20160201,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0009273,20160208,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0009757,20151222,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0012277,20151218,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0012450,20151209,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0012535,20151130,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0012536,20160210,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0012539,20160205,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
FA0012559,20160223,"Standard not met: Floors, walls and ceilings maintained, and kept clean",45
